24724,2017-03-30 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,TRANSFER,2,SocI,N,GREEN,SAL,SOUTH-MEZZ,,,40,,SouthStacks_tf_to_Sal,0
24725,2017-03-30 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,UPDHOMELOC,2,SocI,N,SAL3,,PAGE-GR,PAGE-GR,NH-INHOUSE,94,,UPDHOMELOC.SAL3.SAL3.PAGE-GR.NH-INHOUSE.20170330,0
24726,2017-03-30 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,UPDHOMELOC,2,SocI,N,SAL3,,PAGE-SP,PAGE-SP,NH-INHOUSE,6,,UPDHOMELOC.SAL3.SAL3.PAGE-SP.NH-INHOUSE.20170330,0
24727,2017-03-30 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,UPDHOMELOC,2,SocI,N,SAL3,,STACKS,,SCORE,1,,UPDHOMELOC.SAL3.SAL3.STACKS.SCORE.20170330,0
24728,2017-03-30 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,UPDHOMELOC,2,SocI,N,SAL3,,STACKS,STACKS,STKS-MONO,839,,UPDHOMELOC.SAL3.SAL3.STACKS.STKS-MONO.20170330,0
24729,2017-03-30 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,UPDHOMELOC,2,SocI,N,SAL3,,STACKS,,STKS-MONO,839,,UPDHOMELOC.SAL3.SAL3.STACKS.STKS-MONO.20170330,0
24730,2017-03-30 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,UPDHOMELOC,2,SocI,N,SAL3,,STACKS,STACKS,STKS-PERI,136,,UPDHOMELOC.SAL3.SAL3.STACKS.STKS-PERI.20170330,0
24731,2017-03-30 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,UPDHOMELOC,2,SocI,N,SAL3,,STACKS,,STKS-PERI,136,,UPDHOMELOC.SAL3.SAL3.STACKS.STKS-PERI.20170330,0
24732,2017-03-30 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,TRANSFER,2,SocI,N,EAST-ASIA,SAL3,STACKS,,STKS-PERI,138,,TRANSFER.EAST-ASIA.SAL3.STACKS.STKS-PERI.20170330,0
24733,2017-03-30 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,TRANSFER,2,SocI,N,GREEN,SAL3,PAGE-GR,,NH-INHOUSE,5,,TRANSFER.GREEN.SAL3.PAGE-GR.NH-INHOUSE.20170330,0
24734,2017-03-30 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,TRANSFER,2,SocI,N,GREEN,SAL3,STACKS,,STKS-MONO,8,,TRANSFER.GREEN.SAL3.STACKS.STKS-MONO.20170330,0
24735,2017-03-30 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,TRANSFER,2,SocI,N,GREEN,SAL3,STACKS,,STKS-PERI,2,,TRANSFER.GREEN.SAL3.STACKS.STKS-PERI.20170330,0
24736,2017-03-30 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,TRANSFER,2,SocI,N,SAL,SAL3,PAGE-SP,,NH-INHOUSE,3,,TRANSFER.SAL.SAL3.PAGE-SP.NH-INHOUSE.20170330,0
24737,2017-03-30 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,TRANSFER,2,SocI,N,SAL,SAL3,SEE-OTHER,SEE-OTHER,SAME,5,,TRANSFER.SAL.SAL3.SEE-OTHER.SAME.20170330,0
24738,2017-03-30 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,TRANSFER,2,SocI,N,SAL,SAL3,STACKS,,STKS-MONO,722,,TRANSFER.SAL.SAL3.STACKS.STKS-MONO.20170330,0
24739,2017-03-30 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,TRANSFER,2,SocI,N,SAL,SAL3,STACKS,,STKS-PERI,1,,TRANSFER.SAL.SAL3.STACKS.STKS-PERI.20170330,0
24744,2017-03-31 00:00:00,ahafele,ahafele@stanford.edu,TRANSFER,3,SocI,N,SUL,LAW,INTERNET,,ONLINE,3098,,heinonline holding code update to LAW-INT-H,0
24745,2017-03-31 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,TRANSFER,2,SocI,N,GREEN,SAL,SOUTH-MEZZ,,,1,,SouthStacks_tf_to_Sal,0
24746,2017-03-31 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,UPDHOMELOC,2,SocI,N,SAL3,,PAGE-GR,PAGE-GR,NH-INHOUSE,97,,UPDHOMELOC.SAL3.SAL3.PAGE-GR.NH-INHOUSE.20170331,0
